"stock_code","StockKeyDescription","YearOfLastAssessment","DataCategory","AdviceCategory","advice_url","Blim2013","Blim2014","Blim2015","Blim2016","Blim2017","Blim2018","BMSY2011","BMSY2012","BMSY2013","BMSY2014","BMSY2015","BMSY2016","BMSY2017","BMSY2018","BPA2011","BPA2012","BPA2013","BPA2014","BPA2015","BPA2016","BPA2017","BPA2018","FMGT2011","FMGT2012","FMGT2013","FMGT2014","FMGT2015","FMGT2016","FMGT2017","FMSY2011","FMSY2012","FMSY2013","FMSY2014","FMSY2015","FMSY2016","FMSY2017","FPA2011","FPA2012","FPA2013","FPA2014","FPA2015","FPA2016","FPA2017","FQual2011","FQual2012","FQual2013","FQual2014","FQual2015","FQual2016","FQual2017","SSBMGT2011","SSBMGT2012","SSBMGT2013","SSBMGT2014","SSBMGT2015","SSBMGT2016","SSBMGT2017","SSBMGT2018","SSBQual2011","SSBQual2012","SSBQual2013","SSBQual2014","SSBQual2015","SSBQual2016","SSBQual2017"
"smr-arct","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)","2016","2","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/smr-arct.pdf target=""_blank"" title=""Click here for the most recent advice"">reg.27.1-2</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"reg.27.561214","Golden redfish (Sebastes norvegicus) in subareas 5, 6, 12, and 14 (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/reg.27.561214.pdf target=""_blank"" title=""Click here for the most recent advice"">reg.27.561214</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"gfb-comb","Greater forkbeard (Phycis blennoides) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/gfb-comb.pdf target=""_blank"" title=""Click here for the most recent advice"">gfb.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_DOWN","GREY","GREY"
"aru.27.123a4","Greater silver smelt (Argentina silus) in subareas 1, 2, and 4, and in Division 3.a (Northeast Arctic, North Sea, Skagerrak and Kattegat)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/aru.27.123a4.pdf target=""_blank"" title=""Click here for the most recent advice"">aru.27.123a4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","GREY","qual_UP","GREY"
"aru.27.6b7-1012","Greater silver smelt (Argentina silus) in Subareas 7-10 and 12, and Division 6.b (other areas)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/aru.27.6b7-1012.pdf target=""_blank"" title=""Click here for the most recent advice"">aru.27.6b7-1012</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_UP","qual_UP","GREY"
"aru.27.5b6a","Greater silver smelt (Argentina silus) in divisions 5.b and 6.a (Faroes grounds and west of Scotland)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/aru.27.5b6a.pdf target=""_blank"" title=""Click here for the most recent advice"">aru.27.5b6a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_UP","qual_UP","GREY"
"aru.27.5a14","Greater silver smelt (Argentina silus) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/aru.27.5a14.pdf target=""_blank"" title=""Click here for the most recent advice"">aru.27.5a14</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_UP","qual_DOWN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_UP","GREY"
"syt.27.67","Greater-spotted dogfish (Skyliorhinus stellaris) in subareas 6 and 7 (West of Scotland, southern Celtic Sea, and the English Channel)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/syt.27.67.pdf target=""_blank"" title=""Click here for the most recent advice"">syt.27.67</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_DOWN","GREY"
"ghl.27.1-2","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)","2017","1","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ghl.27.1-2.pdf target=""_blank"" title=""Click here for the most recent advice"">ghl.27.1-2</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"ghl.27.561214","Greenland halibut (Reinhardtius hippoglossoides) in subareas 5, 6, 12, and 14 (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/ghl.27.561214.pdf target=""_blank"" title=""Click here for the most recent advice"">ghl.27.561214</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","RED","RED","GREY","GREY","GREY","GREY","GREEN","ORANGE","ORANGE","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"gug-347d","Grey gurnard (Eutrigla gurnardus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/gug-347d.pdf target=""_blank"" title=""Click here for the most recent advice"">gug.27.3a47d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_UP","qual_UP","GREY"
"had.27.6b","Haddock (Melanogrammus aeglefinus) in Division 6.b (Rockall)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.6b.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.6b</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","ORANGE","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.5a","Haddock (Melanogrammus aeglefinus) in Division 5.a (Iceland grounds)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.5a.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.5a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.1-2","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.1-2.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.1-2</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.7a","Haddock (Melanogrammus aeglefinus) in Division7.a (Irish Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.7a.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.7a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","UNDEFINED","GREY","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREEN","GREY","GREEN","GREEN","GREY","GREY","GREY","GREEN","GREY","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.5b","Haddock (Melanogrammus aeglefinus) in Division 5.b (Faroes grounds)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.5b.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.5b</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","RED","RED","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.7b-k","Haddock (Melanogrammus aeglefinus) in Divisions 7.b-k (southern Celtic Seas and English Channel)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.7b-k.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.7b-k</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"had.27.46a20","Haddock (Melanogrammus aeglefinus) in Subarea 4, Division 6.a, and Subdivision 20  (North Sea, West of Scotland, Skagerrak) ","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/had.27.46a20.pdf target=""_blank"" title=""Click here for the most recent advice"">had.27.46a20</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","ORANGE","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","ORANGE","RED","ORANGE","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"hke.27.8c9a","Hake (Merluccius merluccius) in divisions 8.c and 9.a, Southern stock (Cantabrian Sea and  Atlantic Iberian waters)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/hke.27.8c9a.pdf target=""_blank"" title=""Click here for the most recent advice"">hke.27.8c9a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"hke.27.3a46-8abd","Hake (Merluccius merluccius) in Subareas 4, 6, and 7, and Divisions 3.a, 8.a-b, and 8.d, Northern stock (Greater North Sea, Celtic Seas, and the northern Bay of Biscay)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/hke.27.3a46-8abd.pdf target=""_blank"" title=""Click here for the most recent advice"">hke.27.3a46-8abd</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.25-2932","Herring (Clupea harengus) in subdivisions 25-29 and 32, excluding the Gulf of Riga (central Baltic Sea)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.25-2932.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.25-2932</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.1-24a514a","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.1-24a514a.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.1-24a514a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","ORANGE","ORANGE","ORANGE","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.28","Herring (Clupea harengus) in Subdivision 28.1 (Gulf of Riga)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.28.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.28</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.3a47d","Herring (Clupea harengus) in Subarea 4 and divisions 3.a and 7.d, autumn spawners (North Sea, Skagerrak and Kattegat, eastern English Channel)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.3a47d.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.3a47d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.3031","Herring (Clupea harengus) in Subdivisions 30 and 31 (Gulf of Bothnia)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.3031.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.3031</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.20-24","Herring (Clupea harengus) in subdivisions 20-24, spring spawners (Skagerrak, Kattegat, and western Baltic)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.20-24.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.20-24</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","ORANGE","ORANGE","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.6a7bc","Herring (Clupea harengus) in divisions 6.a and 7.b-c (West of Scotland, West of Ireland)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.6a7bc.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.6a7bc</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.5a","Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.5a.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.5a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","RED","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.nirs","Herring (Clupea harengus) in Division 7.a North of 52°30’N (Irish Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.nirs.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.nirs</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"her.27.irls","Herring (Clupea harengus) in divisions 7.a South of 52°30’N, 7.g-h, and 7.j-k (Irish Sea, Celtic Sea, and southwest of Ireland)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/her.27.irls.pdf target=""_blank"" title=""Click here for the most recent advice"">her.27.irls</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","RED","RED","GREY","GREY","GREY","GREY","GREY","GREEN","ORANGE","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","ORANGE","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
